pert_name	n_signatures	min_score	median_score	mean_score	best_fdr_q_nlog10	best_cell	moa	targets	direction
BRD-K08614872	2	0	0	0	-0	PC3	-666		positive_or_zero
BRD-K08624646	4	0	0.8571500000000001	0.704875	-0	U2OS	-666		positive_or_zero
BRD-K08629159	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K08656311	2	0	0	0	-0	PC3	-666		positive_or_zero
BRD-K08659289	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K08679933	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K08703292	2	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K08715132	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K08731287	2	0	0.5057	0.5057	-0	VCAP	-666		positive_or_zero
BRD-K08750028	2	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K08754235	2	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K08759542	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K08781018	2	0	0.5982	0.5982	-0	PC3	-666		positive_or_zero
BRD-K08805764	1	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K08811598	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K08813275	2	0	0.47405	0.47405	-0	U2OS	-666		positive_or_zero
BRD-K08817808	2	0	0.57185	0.57185	-0	A375	-666		positive_or_zero
BRD-K08828851	1	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K08911251	2	0	0.3656	0.3656	-0	VCAP	-666		positive_or_zero
BRD-K08929846	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K08936794	3	0	0.7038	0.48783333333333334	-0	A375	-666		positive_or_zero
BRD-K08959882	2	0	0	0	-0	A375	-666		positive_or_zero
BRD-K08963966	4	0	0	0.26295	-0	VCAP	-666		positive_or_zero
BRD-K08970510	2	0	0.4183	0.4183	-0	U2OS	-666		positive_or_zero
BRD-K09023525	3	0	0.7732	0.5768666666666666	-0	HT29	-666		positive_or_zero
BRD-K09051149	2	0	0.4531	0.4531	-0	U2OS	-666		positive_or_zero
BRD-K09059658	4	0	0.9337	0.7060500000000001	-0	A375	-666		positive_or_zero
BRD-K09074846	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K09076022	1	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K09085062	2	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K09106444	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K09117810	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K09124072	5	0	0.57	0.47415999999999997	-0	A375	-666		positive_or_zero
BRD-K09129322	2	0	0.444	0.444	-0	PC3	-666		positive_or_zero
BRD-K09131889	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K09160804	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K09308989	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K09324015	4	0	0	0.22715	-0	A375	-666		positive_or_zero
BRD-K09325707	4	0	0.43875	0.552475	-0	A549	-666		positive_or_zero
BRD-K09366011	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K09397553	2	0	0.499	0.499	-0	VCAP	-666		positive_or_zero
BRD-K09405682	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K09407750	2	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K09460252	12	0	0.8935	0.7422	-0	NEU	-666		positive_or_zero
BRD-K09487323	2	0	0	0	-0	A375	-666		positive_or_zero
BRD-K09521750	2	0	0.395	0.395	-0	U2OS	-666		positive_or_zero
BRD-K09541527	2	0	0.672	0.672	-0	HEPG2	-666		positive_or_zero
BRD-K09551497	4	0	0	0.254325	-0	A375	-666		positive_or_zero
BRD-K09552525	1	0	0	0	-0	HT29	-666		positive_or_zero
BRD-K09553491	1	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K09555199	2	0	0.5687	0.5687	-0	VCAP	-666		positive_or_zero
BRD-K09563163	3	0	0	0.33916666666666667	-0	A375	-666		positive_or_zero
BRD-K09583061	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K09641927	2	0	0.64095	0.64095	-0	VCAP	-666		positive_or_zero
BRD-K09645804	3	0	0.8482	0.7101	-0	VCAP	-666		positive_or_zero
BRD-K09651570	5	0	0.9138	0.5689	-0	A375	-666		positive_or_zero
BRD-K09663164	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K09689420	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K09700964	2	0	0.44255	0.44255	-0	VCAP	-666		positive_or_zero
BRD-K09729851	3	0	0.9783	0.6730333333333333	-0	MCF7	-666		positive_or_zero
BRD-K09732051	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K09761560	2	0	0.5574	0.5574	-0	VCAP	-666		positive_or_zero
BRD-K09863466	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K09864793	2	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K09871160	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K09875820	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K09900382	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K09935385	3	0	0.9832	0.6594666666666666	-0	A549	-666		positive_or_zero
BRD-K09936924	4	0	0.82225	0.679675	-0	U2OS	-666		positive_or_zero
BRD-K09943620	2	0	0.51165	0.51165	-0	HT29	-666		positive_or_zero
BRD-K09977233	13	0	1.0092	0.8043461538461538	-0	HA1E	-666		positive_or_zero
BRD-K10034020	8	0	0	0.1614875	-0	A549	-666		positive_or_zero
BRD-K10064333	2	0	0.4407	0.4407	-0	PC3	-666		positive_or_zero
BRD-K10082717	2	0	0.3934	0.3934	-0	PC3	-666		positive_or_zero
BRD-K10144853	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K10148216	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K10171338	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K10191318	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K10211218	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K10225826	2	0	0.4635	0.4635	-0	VCAP	-666		positive_or_zero
BRD-K10232513	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K10241968	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K10270435	2	0	0.47765	0.47765	-0	VCAP	-666		positive_or_zero
BRD-K10276373	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K10288935	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K10301055	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K10301293	2	0	0.44775	0.44775	-0	VCAP	-666		positive_or_zero
BRD-K10323659	5	0	0	0.35404	-0	VCAP	-666		positive_or_zero
BRD-K10325955	3	0	0.9801	0.6910333333333333	-0	VCAP	-666		positive_or_zero
BRD-K10385824	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K10432434	2	0	0.69945	0.69945	-0	VCAP	-666		positive_or_zero
BRD-K10433727	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K10486333	2	0	0.53985	0.53985	-0	VCAP	-666		positive_or_zero
BRD-K10491285	2	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K10494344	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K10526563	2	0	0	0	-0	A375	-666		positive_or_zero
BRD-K10528627	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K10540354	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K10545066	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K10578850	2	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K10589286	1	0	0	0	-0	A375	-666		positive_or_zero
BRD-K10640729	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K10655148	2	0	0.34175	0.34175	-0	A375	-666		positive_or_zero
BRD-K10666842	2	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K10680649	4	0	1.0466	0.80465	-0	U2OS	-666		positive_or_zero
BRD-K10682047	2	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K10701104	2	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K10704442	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K10721194	2	0	0.4346	0.4346	-0	VCAP	-666		positive_or_zero
BRD-K10731645	2	0	0	0	-0	PC3	-666		positive_or_zero
BRD-K10748141	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K10771753	2	0	0.6126	0.6126	-0	U2OS	-666		positive_or_zero
BRD-K10774870	1	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K10781609	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K10804522	4	0	0.52595	0.557525	-0	A375	-666		positive_or_zero
BRD-K10806720	4	0	0	0.244075	-0	A375	-666		positive_or_zero
BRD-K10812033	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K10837140	2	0	0.55825	0.55825	-0	VCAP	-666		positive_or_zero
BRD-K10837204	4	0	0	0.180925	-0	A375	-666		positive_or_zero
BRD-K10844902	4	0	0.9346	0.7395499999999999	-0	A549	-666		positive_or_zero
BRD-K10856568	2	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K10871135	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K10893370	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K10893406	4	0	1.0377	0.8044	-0	VCAP	-666		positive_or_zero
BRD-K10943878	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K10951564	2	0	0.54505	0.54505	-0	VCAP	-666		positive_or_zero
BRD-K10959171	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K10989739	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K11004561	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K11006288	1	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K11008696	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K11095531	1	0	0	0	-0	MCF7	-666		positive_or_zero
BRD-K11105500	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K11133230	2	0	0.4275	0.4275	-0	VCAP	-666		positive_or_zero
BRD-K11168234	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K11221750	2	0	0.47215	0.47215	-0	HT29	-666		positive_or_zero
BRD-K11231529	2	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K11260407	7	0	0	0	-0	A375	-666		positive_or_zero
BRD-K11282060	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K11293573	3	0	0	0.2838333333333333	-0	A375	-666		positive_or_zero
BRD-K11297155	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K11366122	5	0	0.8363	0.53136	-0	VCAP	-666		positive_or_zero
BRD-K11385710	3	0	0	0	-0	A375	-666		positive_or_zero
BRD-K11400546	2	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K11423211	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K11433244	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K11436949	2	0	0.32455	0.32455	-0	VCAP	-666		positive_or_zero
BRD-K11458523	2	0	0.5243	0.5243	-0	U2OS	-666		positive_or_zero
BRD-K11476310	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K11477112	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K11502669	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K11504463	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K11517399	2	0	0.53865	0.53865	-0	VCAP	-666		positive_or_zero
BRD-K11518623	2	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K11612998	1	0	0	0	-0	HUH7	Glucocorticoid receptor agonist		positive_or_zero
BRD-K11614492	8	0	0	0.2591	-0	A375	-666		positive_or_zero
BRD-K11631946	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K11636255	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K11643336	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K11705648	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K11721480	2	0	0.36445	0.36445	-0	U2OS	-666		positive_or_zero
BRD-K11726285	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K11741103	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K11752384	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K11787592	2	0	0.37095	0.37095	-0	VCAP	-666		positive_or_zero
BRD-K11792293	2	0	0.6377	0.6377	-0	U2OS	-666		positive_or_zero
BRD-K11833731	3	0	0	0.2512666666666667	-0	VCAP	-666		positive_or_zero
BRD-K11840410	1	0	0	0	-0	A549	-666		positive_or_zero
BRD-K11873306	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K11877130	1	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K11893906	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K11905754	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K11911738	1	0	0	0	-0	HT29	-666		positive_or_zero
BRD-K11930946	1	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K11932360	4	0	0.7927500000000001	0.650025	-0	PC3	-666		positive_or_zero
BRD-K11943259	1	0	0	0	-0	A375	-666		positive_or_zero
BRD-K11957915	1	0	0	0	-0	HT29	-666		positive_or_zero
BRD-K11970601	1	0	0	0	-0	A375	-666		positive_or_zero
BRD-K11987248	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K12003101	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K12011077	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K12012973	1	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K12019169	2	0	0.50345	0.50345	-0	VCAP	-666		positive_or_zero
BRD-K12025316	2	0	0.4552	0.4552	-0	MCF7	-666		positive_or_zero
BRD-K12034365	1	0	0	0	-0	HT29	-666		positive_or_zero
BRD-K12077693	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K12089436	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K12145385	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K12163240	1	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K12177722	2	0	0	0	-0	MCF7	-666		positive_or_zero
BRD-K12187358	2	0	0.5077	0.5077	-0	VCAP	-666		positive_or_zero
BRD-K12251642	1	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K12260399	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K12260863	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K12267335	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K12272248	2	0	0.4943	0.4943	-0	VCAP	-666		positive_or_zero
BRD-K12309761	3	0	0.866	0.7234333333333334	-0	A375	-666		positive_or_zero
BRD-K12313989	1	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K12325488	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K12336887	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K12341671	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K12342133	2	0	0	0	-0	A375	-666		positive_or_zero
BRD-K12342216	2	0	0.5089	0.5089	-0	VCAP	-666		positive_or_zero
BRD-K12362628	2	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K12440008	1	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K12473406	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K12482929	2	0	0.5824	0.5824	-0	NEU	-666		positive_or_zero
BRD-K12483497	3	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K12484704	7	0	0	0.13845714285714286	-0	VCAP	-666		positive_or_zero
BRD-K12497208	3	0	0.8495	0.6205666666666667	-0	VCAP	-666		positive_or_zero
BRD-K12531686	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K12559526	4	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K12567312	2	0	0	0	-0	MCF7	GABA receptor antagonist		positive_or_zero
BRD-K12570990	2	0	0.69755	0.69755	-0	VCAP	-666		positive_or_zero
BRD-K12584650	2	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K12593465	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K12604570	1	0	0	0	-0	A375	-666		positive_or_zero
BRD-K12613826	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K12633506	1	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K12641176	2	0	0	0	-0	MCF7	-666		positive_or_zero
BRD-K12642652	2	0	0.67265	0.67265	-0	VCAP	-666		positive_or_zero
BRD-K12655851	5	0	0.9191	0.7531	-0	A375	-666		positive_or_zero
BRD-K12668859	2	0	0.28015	0.28015	-0	VCAP	-666		positive_or_zero
BRD-K12696543	2	0	0	0	-0	A549	-666		positive_or_zero
BRD-K12709183	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K12710356	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K12738359	3	0	0.8494	0.6446666666666667	-0	VCAP	-666		positive_or_zero
BRD-K12749985	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K12805419	2	0	0.60845	0.60845	-0	U2OS	-666		positive_or_zero
BRD-K12815005	2	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K12824862	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K12836153	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K12837223	3	0	0.7434	0.6569	-0	PC3	-666		positive_or_zero
BRD-K12844656	1	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K12853587	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K12868556	2	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K12873970	1	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K12886565	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K12909905	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K12925598	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K12929741	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K12930517	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K12942263	2	0	0.6	0.6	-0	VCAP	-666		positive_or_zero
BRD-K12955049	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K12968907	1	0	0	0	-0	PC3	-666		positive_or_zero
BRD-K12984952	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K12985993	3	0	0	0.28573333333333334	-0	A549	-666		positive_or_zero
BRD-K12986105	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K13007539	4	0	0.39015	0.4678	-0	A549	-666		positive_or_zero
BRD-K13016489	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K13027675	2	0	0.61575	0.61575	-0	MCF7	-666		positive_or_zero
BRD-K13059597	2	0	0.76365	0.76365	-0	U2OS	-666		positive_or_zero
BRD-K13064257	5	0	0	0.40194	-0	HT29	-666		positive_or_zero
BRD-K13085116	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K13089873	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K13091682	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K13109628	1	0	0	0	-0	A375	-666		positive_or_zero
BRD-K13118417	2	0	0.55875	0.55875	-0	VCAP	-666		positive_or_zero
BRD-K13118793	3	0	0	0.47533333333333333	-0	VCAP	-666		positive_or_zero
BRD-K13119088	1	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K13122423	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K13122526	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K13150695	3	0	0	0.3568	-0	A375	-666		positive_or_zero
BRD-K13166308	2	0	0.41555	0.41555	-0	VCAP	-666		positive_or_zero
BRD-K13175698	2	0	0	0	-0	PC3	-666		positive_or_zero
BRD-K13185593	2	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K13195996	2	0	0.4029	0.4029	-0	NPC	-666		positive_or_zero
BRD-K13196166	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K13199470	5	0	0	0.19266	-0	VCAP	-666		positive_or_zero
BRD-K13204142	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K13205342	3	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K13225050	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K13267677	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K13271778	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K13272610	2	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K13309366	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K13324372	3	0	0	0.3186	-0	A549	-666		positive_or_zero
BRD-K13365737	2	0	0.51485	0.51485	-0	U2OS	-666		positive_or_zero
BRD-K13370005	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K13383838	2	0	0	0	-0	A549	-666		positive_or_zero
BRD-K13400061	2	0	0.4868	0.4868	-0	VCAP	-666		positive_or_zero
BRD-K13402127	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K13464529	2	0	0.5884	0.5884	-0	VCAP	-666		positive_or_zero
BRD-K13489056	1	0	0	0	-0	A375	-666		positive_or_zero
BRD-K13499761	2	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K13502206	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K13513398	3	0	1.002	0.6806333333333333	-0	U2OS	-666		positive_or_zero
BRD-K13515789	2	0	0.42135	0.42135	-0	VCAP	-666		positive_or_zero
BRD-K13528168	2	0	0	0	-0	NPC	-666		positive_or_zero
BRD-K13542161	2	0	0	0	-0	A549	-666		positive_or_zero
BRD-K13558526	2	0	0.46635	0.46635	-0	U2OS	-666		positive_or_zero
BRD-K13559806	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K13591554	2	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K13619800	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K13633691	2	0	0.3951	0.3951	-0	U2OS	-666		positive_or_zero
BRD-K13665559	2	0	0	0	-0	PHH	-666		positive_or_zero
BRD-K13667629	4	0	0.8590500000000001	0.690575	-0	MCF7	-666		positive_or_zero
BRD-K13672060	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K13681581	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K13691358	3	0	1.0656	0.7506333333333334	-0	A375	-666		positive_or_zero
BRD-K13697445	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K13714335	2	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K13719685	2	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K13754152	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K13774281	3	0	0	0	-0	A375	-666		positive_or_zero
BRD-K13779607	3	0	0.8254	0.5797666666666667	-0	U2OS	-666		positive_or_zero
BRD-K13781734	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K13782363	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K13788250	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K13803936	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K13807637	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K13817284	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K13849015	9	0	0	0.2175	-0	A375	-666		positive_or_zero
BRD-K13860832	3	0	0.8838	0.6486333333333334	-0	VCAP	-666		positive_or_zero
BRD-K13883913	7	0	0	0.3043571428571428	-0	VCAP	-666		positive_or_zero
BRD-K13938991	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K13942440	2	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K13943990	2	0	0	0	-0	PC3	-666		positive_or_zero
BRD-K13959223	2	0	0	0	-0	HPTEC	-666		positive_or_zero
BRD-K13969067	6	0	0.3849	0.41825	-0	VCAP	-666		positive_or_zero
BRD-K13970506	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K13973870	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K13977555	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K14019014	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K14020943	1	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K14023438	1	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K14023656	2	0	0.5257	0.5257	-0	PC3	-666		positive_or_zero
BRD-K14061746	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K14086402	2	0	0.5948	0.5948	-0	PC3	-666		positive_or_zero
BRD-K14121002	1	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K14127078	3	0	0.6898	0.5329333333333334	-0	MCF7	-666		positive_or_zero
BRD-K14131832	2	0	0.5379	0.5379	-0	VCAP	-666		positive_or_zero
BRD-K14139166	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K14144134	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K14151035	2	0	0.42055	0.42055	-0	A549	-666		positive_or_zero
BRD-K14161261	1	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K14163107	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K14206468	5	0	0	0.20224000000000003	-0	VCAP	-666		positive_or_zero
BRD-K14209633	2	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K14212121	2	0	0.6463	0.6463	-0	VCAP	-666		positive_or_zero
BRD-K14216332	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K14217854	2	0	0	0	-0	HT29	-666		positive_or_zero
BRD-K14241686	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K14255719	2	0	0.515	0.515	-0	VCAP	-666		positive_or_zero
BRD-K14263251	2	0	0.41275	0.41275	-0	U2OS	-666		positive_or_zero
BRD-K14268329	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K14345135	1	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K14346766	4	0	0	0.2879	-0	VCAP	-666		positive_or_zero
BRD-K14350179	2	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K14378954	2	0	0.4995	0.4995	-0	VCAP	-666		positive_or_zero
BRD-K14394756	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K14395166	10	0	0.8611	0.58987	-0	VCAP	-666		positive_or_zero
BRD-K14408783	2	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K14417684	3	0	0	0.3080333333333333	-0	A549	-666		positive_or_zero
BRD-K14483137	3	0	0	0.2878	-0	HT29	-666		positive_or_zero
BRD-K14487440	2	0	0.50135	0.50135	-0	HT29	-666		positive_or_zero
BRD-K14489740	3	0	0	0	-0	A375	-666		positive_or_zero
BRD-K14509209	2	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K14518066	2	0	0.5674	0.5674	-0	VCAP	-666		positive_or_zero
BRD-K14536501	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K14538540	1	0	0	0	-0	A375	-666		positive_or_zero
BRD-K14567384	2	0	0	0	-0	A375	-666		positive_or_zero
BRD-K14602451	1	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K14631382	2	0	0	0	-0	HT29	-666		positive_or_zero
BRD-K14653235	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K14654869	1	0	0	0	-0	VCAP	-666		positive_or_zero
BRD-K14671808	1	0	0	0	-0	U2OS	-666		positive_or_zero
BRD-K14695950	1	0	0	0	-0	U2OS	-666		positive_or_zero
