pert_name	n_signatures	min_score	median_score	mean_score	best_fdr_q_nlog10	best_cell	moa	targets	direction
BRD-K44307624	1	-0.9226	-0.9226	-0.9226	0.7932	U2OS	-666		negative
BRD-K55362990	4	-0.9226	-0.35625	-0.14825	0.7933	VCAP	-666		negative
BRD-K83845975	8	-0.9226	0	0.020812499999999998	0.7933	HA1E	-666		negative
CGP-52432	10	-0.9226	0.3305	0.38973	0.7932	HCC515	GABA receptor antagonist		negative
conivaptan	14	-0.9226	0	0.22387142857142855	0.7919	A375	Vasopressin receptor antagonist		negative
formononetin	3	-0.9226	0	0.027100000000000013	0.7937	PC3	Alcohol dehydrogenase inhibitor		negative
BRD-K17233342	1	-0.9225	-0.9225	-0.9225	0.7918	U2OS	-666		negative
BRD-K50408407	2	-0.9225	-0.8022	-0.8022	0.7916	U2OS	-666		negative
BRD-K58415648	8	-0.9225	0	-0.15018749999999997	0.7917	PC3	-666		negative
BRD-K45429601	5	-0.9224	0	0.06803999999999999	0.7916	A549	-666		negative
BRD-K27459043	5	-0.9223	0	0.10262	0.7916	HT29	-666		negative
BRD-K51166678	3	-0.9223	0.7523	0.19799999999999998	0.7916	VCAP	-666		negative
BRD-K73937887	5	-0.9223	0	0.25388	0.7916	A549	-666		negative
BRD-K83491689	2	-0.9223	-0.46115	-0.46115	0.7916	A375	-666		negative
BRD-K13002201	2	-0.9222	-0.4611	-0.4611	0.7915	U2OS	-666		negative
BRD-K25234731	2	-0.9222	-0.04755000000000004	-0.04755000000000004	0.7915	VCAP	-666		negative
BRD-K41931739	12	-0.9222	0	0.06571666666666667	0.7915	MCF7	-666		negative
BRD-K56298028	2	-0.9222	-0.4611	-0.4611	0.7915	VCAP	-666		negative
BRD-K97631938	13	-0.9222	0	0.21032307692307692	0.7915	HCC515	-666		negative
BRD-K34232791	1	-0.9221	-0.9221	-0.9221	0.7914	U2OS	-666		negative
SA-424764	6	-0.9221	0	-0.14403333333333332	0.7914	MCF7	-666		negative
BRD-A81377415	8	-0.922	0.47955	0.26895	0.7913	A549	-666		negative
BRD-K72381041	12	-0.922	0	-0.020524999999999998	0.7914	HCC515	-666		negative
L-23	2	-0.922	0.08249999999999996	0.08249999999999996	0.7913	MCF7	-666		negative
BRD-K23703347	6	-0.9219	0	-0.2884333333333333	0.7903	PC3	-666		negative
BRD-K64738596	8	-0.9219	0.39045	0.2773375	0.7911	MCF7	-666		negative
BRD-K84718005	3	-0.9219	-0.6814	-0.5344333333333333	0.7912	A375	-666		negative
BRD-A94740628	1	-0.9218	-0.9218	-0.9218	0.7896	U2OS	-666		negative
BRD-K03251393	2	-0.9218	-0.4609	-0.4609	0.7892	U2OS	-666		negative
BRD-K42256568	2	-0.9218	-0.4609	-0.4609	0.7892	U2OS	-666		negative
BRD-K98288062	9	-0.9217	0	-0.026833333333333327	0.7884	A549	-666		negative
BRD-K77498991	1	-0.9216	-0.9216	-0.9216	0.7884	U2OS	-666		negative
BRD-K19917828	4	-0.9215	-0.8496	-0.6551750000000001	0.7884	U2OS	-666		negative
BRD-K29509140	1	-0.9215	-0.9215	-0.9215	0.7884	U2OS	-666		negative
BRD-K64544620	4	-0.9215	-0.7304	-0.36450000000000005	0.7884	VCAP	-666		negative
BRD-K71254586	2	-0.9215	-0.46075	-0.46075	0.7884	VCAP	-666		negative
BRD-K88197986	2	-0.9215	-0.04085	-0.04085	0.7884	HT29	-666		negative
flutrimazole	14	-0.9215	0	-0.11195714285714285	0.7884	HA1E	Sterol demethylase inhibitor		negative
narlaprevir	9	-0.9215	0.8155	0.3582222222222222	0.7884	HA1E	HCV inhibitor		negative
BRD-K30040610	1	-0.9214	-0.9214	-0.9214	0.7871	VCAP	-666		negative
BRD-K41023039	2	-0.9214	-0.06785000000000002	-0.06785000000000002	0.7872	U2OS	-666		negative
BRD-K39132590	4	-0.9213	0	-0.047674999999999995	0.7871	VCAP	-666		negative
CFI-400945	2	-0.9213	-0.8433999999999999	-0.8433999999999999	0.7871	A375	Serine/threonine kinase inhibitor		negative
SA-84512	10	-0.9213	0.3851	0.26782	0.7871	HT29	-666		negative
megestrol	9	-0.9213	0	-0.08016666666666666	0.7871	PC3	-666;Progesterone receptor agonist		negative
BRD-K17258761	2	-0.9212	-0.4606	-0.4606	0.7871	MCF7	-666		negative
BRD-K57502201	1	-0.9212	-0.9212	-0.9212	0.787	U2OS	-666		negative
BRD-K58715359	1	-0.9212	-0.9212	-0.9212	0.787	U2OS	-666		negative
BRD-K69337311	1	-0.9212	-0.9212	-0.9212	0.7871	U2OS	-666		negative
BRD-K93596678	3	-0.9212	0	-0.052266666666666683	0.787	A549	-666		negative
BRD-K24598397	7	-0.9211	0	0.20575714285714286	0.7854	HA1E	-666		negative
BRD-K33407589	3	-0.9211	0	-0.05200000000000001	0.7868	U2OS	-666		negative
BRD-K71841447	2	-0.9211	-0.46055	-0.46055	0.787	VCAP	-666		negative
BRD-K94454791	2	-0.9211	-0.46055	-0.46055	0.7868	U2OS	-666		negative
BRD-K23414424	5	-0.921	-0.7184	-0.5056200000000001	0.7849	VCAP	-666		negative
BRD-K53740124	5	-0.921	0	0.026859999999999974	0.785	PC3	-666		negative
BRD-K74569352	2	-0.921	-0.4605	-0.4605	0.7849	PC3	-666		negative
moxisylyte	12	-0.921	0	0.18386666666666665	0.785	HT29	Adrenergic receptor antagonist		negative
BRD-K34573818	1	-0.9209	-0.9209	-0.9209	0.7849	U2OS	-666		negative
BRD-K35462787	1	-0.9209	-0.9209	-0.9209	0.7849	U2OS	-666		negative
cutamesine	12	-0.9209	0	-0.2656	0.7849	HUVEC	Sigma receptor agonist		negative
BRD-K58941403	2	-0.9208	-0.10024999999999995	-0.10024999999999995	0.7849	A375	-666		negative
BRD-K76620631	1	-0.9208	-0.9208	-0.9208	0.7849	U2OS	-666		negative
BRD-K09002810	2	-0.9207	0.02729999999999999	0.02729999999999999	0.7849	A549	-666		negative
BRD-A92439610	8	-0.9206	0	0.222275	0.7848	HT29	Immunosuppressant|Corticosteroid agonist|Glucocorticoid receptor agonist		negative
BRD-K41954709	3	-0.9206	0	-0.3068666666666667	0.7848	A375	-666		negative
BRD-K67925802	2	-0.9206	-0.4603	-0.4603	0.7848	VCAP	-666		negative
BRD-M97057852	2	-0.9206	-0.4603	-0.4603	0.7848	VCAP	-666		negative
BRD-K75416754	10	-0.9205	0.37715	0.35301	0.7847	HT29	-666		negative
KISS1R_ALARIN	1	-0.9205	-0.9205	-0.9205	0.7847	A549	-666		negative
BRD-K23871470	4	-0.9204	0	-0.01647499999999999	0.7843	A375	-666		negative
BRD-K34506374	1	-0.9204	-0.9204	-0.9204	0.7844	U2OS	-666		negative
BRD-K46343228	3	-0.9204	-0.9191	-0.41806666666666664	0.7837	A375	-666		negative
BRD-K48389907	1	-0.9204	-0.9204	-0.9204	0.7846	U2OS	-666		negative
ICI-63197	13	-0.9204	0	0.2814615384615385	0.7842	HT29	Phosphodiesterase inhibitor		negative
dirithromycin	2	-0.9204	-0.07500000000000001	-0.07500000000000001	0.7846	PC3	Bacterial 50S ribosomal subunit inhibitor		negative
BRD-K55402144	1	-0.9203	-0.9203	-0.9203	0.7824	U2OS	-666		negative
armodafinil	11	-0.9203	0	0.3524	0.7834	HT29	Adrenergic receptor agonist		negative
BRD-K96778609	1	-0.9202	-0.9202	-0.9202	0.782	U2OS	-666		negative
BRD-K03154735	1	-0.9201	-0.9201	-0.9201	0.7815	U2OS	-666		negative
BRD-K59862677	3	-0.9201	-0.9033	-0.6078	0.7816	MCF7	-666		negative
raloxifene	22	-0.9201	0	-0.093	0.7815	HUH7	Estrogen receptor antagonist|Selective estrogen receptor modulator (SERM)		negative
BRD-K14842454	13	-0.9199	0	0.00543076923076923	0.78	ASC	-666		negative
BRD-K51981081	5	-0.9199	0	0.20337999999999995	0.78	VCAP	-666		negative
BRD-K82019527	2	-0.9198	-0.4599	-0.4599	0.78	U2OS	-666		negative
BRD-K98061177	1	-0.9198	-0.9198	-0.9198	0.78	U2OS	-666		negative
KB188-III-56	12	-0.9198	1.0587499999999999	0.7215333333333334	0.78	VCAP	-666		negative
BRD-K39222404	5	-0.9197	0	-0.33086	0.7799	A375	-666		negative
BRD-K66357706	2	-0.9197	-0.45985	-0.45985	0.78	U2OS	-666		negative
BRD-K92924609	4	-0.9197	0	-0.229925	0.78	HT29	-666		negative
BRD-K98168679	10	-0.9197	0	0.006350000000000011	0.7797	MCF7	-666		negative
BRD-K11097458	2	-0.9196	-0.4598	-0.4598	0.7787	U2OS	-666		negative
BRD-K11880681	2	-0.9196	-0.79125	-0.79125	0.7786	U2OS	-666		negative
BRD-K13515483	1	-0.9196	-0.9196	-0.9196	0.7786	U2OS	-666		negative
BRD-K21153751	3	-0.9196	0	0.23949999999999996	0.7787	A549	-666		negative
BRD-K74732057	2	-0.9196	-0.07919999999999999	-0.07919999999999999	0.7786	VCAP	-666		negative
BRD-K75672292	1	-0.9196	-0.9196	-0.9196	0.7787	U2OS	-666		negative
BRD-K89182571	8	-0.9196	0.3528	0.364325	0.7788	A549	-666		negative
BRD-K81933000	9	-0.9194	0	-0.03722222222222223	0.7785	A375	-666		negative
BRD-K85126547	4	-0.9194	1.0121499999999999	0.613875	0.7785	PC3	-666		negative
RS-45041-190	13	-0.9194	0	0.09166923076923078	0.7785	PC3	Imidazoline receptor agonist		negative
BRD-K19770227	3	-0.9193	-0.7961	-0.5718	0.7777	U2OS	-666		negative
BRD-K43952716	4	-0.9193	0	-0.0068000000000000005	0.7783	A375	-666		negative
SA-1456570	7	-0.9193	0	0.11514285714285714	0.7784	A375	-666		negative
BRD-K22211348	5	-0.9192	0	0.1635	0.7774	VCAP	-666		negative
BRD-K91508497	2	-0.9192	0.18584999999999996	0.18584999999999996	0.7774	U2OS	-666		negative
BRD-K62465706	3	-0.9191	-0.8737	-0.3131	0.7773	U2OS	-666		negative
BRD-K71151012	9	-0.9191	0.8359	0.5469111111111111	0.7773	NEU	-666		negative
BRD-K85909950	1	-0.9191	-0.9191	-0.9191	0.7773	U2OS	-666		negative
BRD-K94116832	2	-0.9191	-0.04515000000000002	-0.04515000000000002	0.7773	U2OS	-666		negative
bupivacaine	15	-0.9191	0	0.35268	0.7773	HUVEC	Sodium channel inhibitor		negative
BRD-K44994529	1	-0.919	-0.919	-0.919	0.7772	U2OS	-666		negative
BRD-K11582139	3	-0.9189	0	0.08686666666666665	0.7769	A549	-666		negative
BRD-K20806007	2	-0.9189	-0.8129500000000001	-0.8129500000000001	0.7771	VCAP	-666		negative
BRD-K61825138	3	-0.9189	-0.7716	-0.5635	0.7771	A549	-666		negative
BRD-K83316435	2	-0.9189	-0.45945	-0.45945	0.7771	PC3	-666		negative
BRD-K98993678	4	-0.9189	-0.343	-0.40122500000000005	0.7771	A375	-666		negative
BRD-K32784186	5	-0.9188	0.7575	0.31604	0.7764	HT29	-666		negative
BRD-K69676861	9	-0.9188	0	0.20003333333333334	0.7766	HEPG2	-666		negative
BRD-K71138839	3	-0.9188	0	-0.020366666666666644	0.7766	MCF7	-666		negative
cephaeline	12	-0.9188	-0.6842	-0.2862	0.7768	HEPG2	Protein synthesis inhibitor		negative
dipivefrine	8	-0.9188	0	0.07792500000000002	0.7768	VCAP	Adrenergic receptor agonist		negative
BRD-K09333299	3	-0.9187	0	-0.3062333333333333	0.7755	A375	-666		negative
alfuzosin	11	-0.9187	0	0.10564545454545456	0.7755	HA1E	Adrenergic receptor antagonist		negative
fenbufen	14	-0.9187	0	-0.06072142857142857	0.776	ASC	Cyclooxygenase inhibitor		negative
BRD-K34856675	5	-0.9186	0	-0.18958	0.7751	PC3	-666		negative
piribedil	17	-0.9186	0	0.1401764705882353	0.7752	HUH7	Dopamine receptor agonist		negative
BRD-K01602319	8	-0.9185	-0.28545	0.04770000000000002	0.775	PC3	-666		negative
BRD-K22451824	2	-0.9185	-0.022699999999999998	-0.022699999999999998	0.775	U2OS	-666		negative
BRD-K35142716	9	-0.9185	0	0.039911111111111106	0.775	HA1E	-666		negative
BRD-K45136330	1	-0.9185	-0.9185	-0.9185	0.7751	U2OS	-666		negative
BRD-K78603235	2	-0.9184	0.08224999999999999	0.08224999999999999	0.7749	VCAP	-666		negative
BRD-A74608937	9	-0.9183	0.9061	0.37111111111111117	0.7748	A549	-666		negative
BRD-K02653676	1	-0.9183	-0.9183	-0.9183	0.7748	VCAP	-666		negative
BRD-K21614065	18	-0.9183	0	0.27945	0.7747	NOMO1	-666		negative
BRD-K50315405	1	-0.9183	-0.9183	-0.9183	0.7748	U2OS	-666		negative
VU-0415535-1	8	-0.9183	0	-0.20277499999999998	0.7748	HEPG2	-666		negative
BRD-K37991633	2	-0.9182	-0.1401	-0.1401	0.774	U2OS	-666		negative
BRD-K44042747	1	-0.9182	-0.9182	-0.9182	0.7744	U2OS	-666		negative
BRD-K80980337	2	-0.9182	-0.9071	-0.9071	0.7745	HEPG2	-666		negative
BRD-K84653575	9	-0.9182	0	-0.2582111111111111	0.7739	VCAP	-666		negative
SIB-1508Y	2	-0.9182	-0.85675	-0.85675	0.7738	NPC	Acetylcholine receptor agonist		negative
BRD-K55814495	1	-0.9181	-0.9181	-0.9181	0.7736	U2OS	-666		negative
BRD-K71485313	2	-0.9181	-0.45905	-0.45905	0.7736	VCAP	-666		negative
BRD-K85395981	1	-0.9181	-0.9181	-0.9181	0.7736	U2OS	-666		negative
BRD-K02112931	4	-0.918	0	-0.2295	0.7732	A549	-666		negative
BRD-K08353229	1	-0.918	-0.918	-0.918	0.772	U2OS	-666		negative
BRD-K08146255	2	-0.9179	-0.45895	-0.45895	0.7717	PC3	-666		negative
BRD-K19268781	2	-0.9179	-0.45895	-0.45895	0.7717	HT29	-666		negative
BRD-K27272622	1	-0.9179	-0.9179	-0.9179	0.7718	A375	-666		negative
BRD-K32853132	3	-0.9179	-0.7239	-0.5472666666666667	0.7719	VCAP	-666		negative
BRD-K38633800	1	-0.9179	-0.9179	-0.9179	0.7719	U2OS	-666		negative
BRD-K20182751	4	-0.9178	0	-0.22945	0.7716	U2OS	-666		negative
BRD-K73045999	4	-0.9178	-0.4125	-0.4357	0.7716	A549	-666		negative
BRD-K76357752	9	-0.9178	0	-0.07436666666666666	0.7714	PC3	-666		negative
BRD-K32585359	2	-0.9177	-0.45885	-0.45885	0.7711	PC3	-666		negative
BRD-K43286821	2	-0.9176	-0.4588	-0.4588	0.77	VCAP	-666		negative
BRD-K96352593	9	-0.9176	0	0.3654888888888889	0.7701	MCF7	-666		negative
LJI-308	11	-0.9176	0	-0.00549999999999999	0.7699	MINO	-666		negative
BRD-K02719847	1	-0.9175	-0.9175	-0.9175	0.7699	U2OS	-666		negative
BRD-K31290842	4	-0.9175	-0.40065	-0.15667499999999998	0.7699	MCF7	-666		negative
BRD-K40630587	1	-0.9175	-0.9175	-0.9175	0.7699	U2OS	-666		negative
BRD-K72015216	2	-0.9175	-0.45875	-0.45875	0.7699	NEU	-666		negative
BRD-M88324697	2	-0.9175	0.08435000000000004	0.08435000000000004	0.7699	U2OS	-666		negative
mecamylamine	9	-0.9175	0.9548	0.39634444444444444	0.7699	HT29	Acetylcholine receptor antagonist		negative
BRD-K71006572	2	-0.9174	-0.4587	-0.4587	0.7699	PC3	-666		negative
BRD-K78195641	1	-0.9174	-0.9174	-0.9174	0.7699	U2OS	-666		negative
piperine	14	-0.9174	0	0.10584285714285714	0.7699	VCAP	Monoamine oxidase inhibitor		negative
BRD-A66025870	1	-0.9173	-0.9173	-0.9173	0.7699	U2OS	Bacterial cell wall synthesis inhibitor		negative
BRD-K07778122	2	-0.9173	0.003049999999999997	0.003049999999999997	0.7699	A375	-666		negative
BRD-K34160774	9	-0.9172	0	-0.0724888888888889	0.7698	A549	-666		negative
BRD-K65309966	4	-0.9172	0	3.999999999999837e-4	0.7698	PC3	-666		negative
BIX-01338	14	-0.9171	0	0.30925714285714284	0.7698	PC3	Histone lysine methyltransferase inhibitor		negative
BRD-K42185771	1	-0.9171	-0.9171	-0.9171	0.7698	U2OS	-666		negative
BRD-K93086630	3	-0.9171	-0.7242	-0.5471	0.7698	MCF7	-666		negative
KISS1R_GALP	2	-0.9171	-0.85545	-0.85545	0.7698	A549	-666		negative
BRD-A68949340	1	-0.917	-0.917	-0.917	0.7697	U2OS	-666		negative
BRD-K12240312	1	-0.917	-0.917	-0.917	0.7697	U2OS	-666		negative
BRD-M00964333	4	-0.917	0.09925	0.07425000000000001	0.7697	U2OS	-666		negative
lobenzarit	13	-0.917	0	0.17230769230769233	0.7697	HA1E	Immunosuppressant		negative
ursodiol	12	-0.917	0	-0.07584166666666667	0.7697	A549	Nuclear factor erythroid derived, like (NRF2) activator		negative
BRD-K38468651	4	-0.9169	0	-0.229225	0.7696	PC3	-666		negative
BRD-K50277523	8	-0.9169	0	-0.12995	0.7695	A549	-666		negative
BRD-K52654243	2	-0.9169	-0.09155000000000002	-0.09155000000000002	0.7695	U2OS	-666		negative
BRD-K57016057	2	-0.9169	0.17635	0.17635	0.7696	U2OS	-666		negative
BRD-K86956630	1	-0.9169	-0.9169	-0.9169	0.7696	VCAP	-666		negative
BRD-K53740625	3	-0.9168	-0.8271	-0.5812999999999999	0.7692	U2OS	-666		negative
BRD-K87313043	7	-0.9168	1.0615	0.5016285714285714	0.7693	MCF7	-666		negative
BRD-K99978152	1	-0.9167	-0.9167	-0.9167	0.7678	VCAP	-666		negative
BRD-K05387676	2	-0.9166	0.09180000000000005	0.09180000000000005	0.7663	A375	-666		negative
BRD-K26759399	2	-0.9166	-0.4583	-0.4583	0.7663	U2OS	-666		negative
BRD-K81441552	13	-0.9166	0	0.10623076923076923	0.7673	MCF7	-666		negative
BRD-K94934810	3	-0.9166	0	-0.045899999999999976	0.7664	PC3	-666		negative
dihydrorobustic-acid	13	-0.9166	0	0.33493076923076925	0.7665	ASC	-666		negative
BRD-K70276339	3	-0.9165	-0.8203	-0.5789333333333333	0.7662	PC3	-666		negative
BRD-K37558338	1	-0.9163	-0.9163	-0.9163	0.7658	U2OS	-666		negative
BRD-K77939573	5	-0.9163	0	0.18566	0.7661	VCAP	-666		negative
BRD-K35324337	1	-0.9162	-0.9162	-0.9162	0.7652	U2OS	-666		negative
BRD-K74636477	3	-0.9162	0	-0.055266666666666686	0.765	VCAP	-666		negative
SA-89735	2	-0.9162	-0.8169	-0.8169	0.7651	MCF7	-666		negative
BRD-K04133968	3	-0.9161	0	0.046066666666666665	0.7649	A549	-666		negative
BRD-K11585900	1	-0.9161	-0.9161	-0.9161	0.765	U2OS	-666		negative
BRD-K15886574	4	-0.9161	-0.75535	-0.6067	0.7649	A375	-666		negative
BRD-K34815008	1	-0.9161	-0.9161	-0.9161	0.7649	U2OS	-666		negative
BRD-K91899208	3	-0.9161	0	-0.3053666666666667	0.7649	VCAP	-666		negative
BRD-K21470524	1	-0.916	-0.916	-0.916	0.7648	U2OS	-666		negative
BRD-K29388838	2	-0.916	0.07305	0.07305	0.7648	VCAP	-666		negative
BRD-K45892018	3	-0.916	0	-0.30533333333333335	0.7648	VCAP	-666		negative
diaminoquinazoline	2	-0.916	-0.458	-0.458	0.7648	NEU	-666		negative
BRD-A31429689	9	-0.9159	0	0.06734444444444446	0.764	HA1E	-666		negative
BRD-K68320080	2	-0.9159	-0.08015	-0.08015	0.764	U2OS	-666		negative
chlortetracycline	9	-0.9159	0.8521	0.30193333333333333	0.7642	VCAP	-666		negative
BRD-K23060602	4	-0.9158	0	-0.007374999999999993	0.7639	VCAP	-666		negative
BRD-K49093373	4	-0.9158	0.46215	0.27597499999999997	0.7639	U2OS	-666		negative
BRD-K67733157	2	-0.9158	-0.4579	-0.4579	0.7639	A549	-666		negative
BRD-K68855692	4	-0.9158	0	-0.22895	0.7639	A549	-666		negative
BRD-K99597257	4	-0.9158	0.06769999999999998	0.027999999999999997	0.7639	VCAP	-666		negative
BRD-K19429335	1	-0.9157	-0.9157	-0.9157	0.7639	U2OS	-666		negative
BRD-K36888933	2	-0.9157	-0.45785	-0.45785	0.7639	VCAP	-666		negative
BRD-K84240784	7	-0.9157	0	-0.04697142857142857	0.7639	HT29	-666		negative
BRD-K92884627	5	-0.9157	0	0.3443	0.7639	MCF7	-666		negative
PSI-6130	12	-0.9157	0	0.2541083333333333	0.7639	HT29	RNA polymerase inhibitor		negative
mitomycin	1	-0.9156	-0.9156	-0.9156	0.7639	HPTEC	-666		negative
BRD-K93165404	2	-0.9155	0.15170000000000006	0.15170000000000006	0.7639	U2OS	-666		negative
BRD-K98622504	2	-0.9155	-0.45775	-0.45775	0.7639	A549	-666		negative
BRD-K90697054	13	-0.9154	0	0.09640000000000001	0.7639	HA1E	-666		negative
BRD-A01295252	13	-0.9153	0	0.008669230769230754	0.7638	NPC	Dopamine receptor antagonist		negative
BRD-K37061750	8	-0.9153	0	0.130425	0.7638	PC3	-666		negative
BRD-K58539957	2	-0.9153	-0.7841	-0.7841	0.7638	VCAP	-666		negative
BRD-K74803017	1	-0.9153	-0.9153	-0.9153	0.7638	U2OS	-666		negative
BRD-K81739235	3	-0.9153	0	0.007799999999999992	0.7639	MCF7	-666		negative
BRD-K98704738	1	-0.9153	-0.9153	-0.9153	0.7638	U2OS	-666		negative
MPEP	11	-0.9153	0	0.16517272727272728	0.7638	ASC	Glutamate receptor antagonist		negative
BRD-K43966364	15	-0.9152	0	0.27360666666666666	0.7637	U2OS	Bacterial cell wall synthesis inhibitor		negative
BRD-K76257309	2	-0.9152	-0.85875	-0.85875	0.7637	VCAP	-666		negative
BRD-K65774694	9	-0.9151	0.8479	0.22367777777777775	0.7635	A375	-666		negative
5-methoxytryptamine	14	-0.915	0.39155	0.2577	0.7627	HA1E	Serotonin receptor agonist		negative
BRD-K56179613	1	-0.915	-0.915	-0.915	0.7626	U2OS	-666		negative
BRD-K83567669	1	-0.915	-0.915	-0.915	0.7626	A375	-666		negative
SA-419083	12	-0.915	0	0.030991666666666667	0.7631	VCAP	-666		negative
glycitein	11	-0.915	0	0.023690909090909085	0.7628	YAPC	TNF inhibitor		negative
BRD-K10562742	4	-0.9149	0	-0.005675000000000013	0.7623	A549	-666		negative
BRD-K59611536	4	-0.9149	-0.8353999999999999	-0.42145	0.7623	U2OS	-666		negative
BRD-K21389281	6	-0.9148	0	-0.25381666666666663	0.7622	HT29	-666		negative
BRD-K96416345	1	-0.9148	-0.9148	-0.9148	0.7622	U2OS	-666		negative
BRD-K97116995	2	-0.9148	-0.4574	-0.4574	0.7622	U2OS	-666		negative
BRD-A00881124	1	-0.9147	-0.9147	-0.9147	0.7621	U2OS	-666		negative
BRD-K10225413	3	-0.9147	-0.8021	-0.24833333333333332	0.7621	HT29	-666		negative
BRD-K18076490	1	-0.9147	-0.9147	-0.9147	0.7621	HT29	-666		negative
BRD-K38678832	2	-0.9147	0.07895000000000002	0.07895000000000002	0.7621	U2OS	-666		negative
BRD-K70127757	1	-0.9147	-0.9147	-0.9147	0.7621	U2OS	-666		negative
BRD-K77629773	9	-0.9147	0	0.2558666666666667	0.7621	A375	-666		negative
BRD-K45887240	3	-0.9146	0	0.04973333333333337	0.7621	VCAP	-666		negative
BRD-K85371697	4	-0.9146	-0.34445	-0.13472499999999998	0.7621	PC3	-666		negative
BRD-K32519217	4	-0.9145	0	0.049174999999999996	0.7621	A375	-666		negative
BRD-K40941388	9	-0.9145	0	0.11588888888888889	0.7621	HA1E	-666		negative
erismo-ester	8	-0.9145	-0.3461	-0.03632500000000001	0.7621	HCC515	-666		negative
BRD-K02341409	2	-0.9144	-0.4572	-0.4572	0.762	VCAP	-666		negative
BRD-K05098996	2	-0.9144	-0.4572	-0.4572	0.762	VCAP	-666		negative
BRD-K11612251	2	-0.9144	-0.8834	-0.8834	0.762	VCAP	-666		negative
BRD-K86750448	1	-0.9144	-0.9144	-0.9144	0.762	U2OS	-666		negative
BRD-K88722443	2	-0.9144	-0.4572	-0.4572	0.762	PC3	-666		negative
piretanide	18	-0.9144	0	0.12417222222222223	0.762	ASC	Glucocorticoid receptor agonist		negative
AZ-10417808	14	-0.9143	0	0.09657857142857143	0.7615	HA1E	Caspase inhibitor		negative
BRD-K95716640	3	-0.9143	-0.7875	-0.8268	0.7619	HT29	-666		negative
BRD-K35975002	1	-0.9142	-0.9142	-0.9142	0.7603	U2OS	-666		negative
BRD-K16057611	12	-0.9141	0.32895	0.39415	0.7603	SKB	-666		negative
BRD-K20310932	8	-0.9141	-0.40645	-0.27749999999999997	0.7603	VCAP	-666		negative
BRD-K95558029	1	-0.9141	-0.9141	-0.9141	0.7603	U2OS	-666		negative
BRD-K09720842	1	-0.914	-0.914	-0.914	0.7603	U2OS	-666		negative
BRD-K29466595	1	-0.914	-0.914	-0.914	0.7603	U2OS	-666		negative
BRD-K37592272	1	-0.914	-0.914	-0.914	0.7603	U2OS	-666		negative
BRD-K52457887	2	-0.914	-0.8551	-0.8551	0.7603	U2OS	-666		negative
BRD-K58223721	9	-0.914	0.9446	0.41376666666666667	0.7603	ASC	-666		negative
BRD-K93373675	1	-0.914	-0.914	-0.914	0.7603	MCF7	-666		negative
KU-C103853	9	-0.914	0.9646	0.5201111111111111	0.7603	HCC515	-666		negative
exalamide	12	-0.914	0.7997000000000001	0.4679916666666667	0.7603	HT29	Membrane integrity inhibitor		negative
BRD-K09620519	4	-0.9139	-0.7577	-0.38480000000000003	0.7603	HT29	-666		negative
BRD-K65888165	1	-0.9139	-0.9139	-0.9139	0.7603	U2OS	-666		negative
BRD-K71881549	1	-0.9139	-0.9139	-0.9139	0.7603	U2OS	-666		negative
BRD-K29094514	5	-0.9138	0	0.24262	0.7603	HT29	-666		negative
omecamtiv-mecarbil	9	-0.9138	0.7013	0.32295555555555555	0.7602	MCF7	Cardiac myosin activator|Unidentified pharmacological activity		negative
BRD-K71251432	1	-0.9137	-0.9137	-0.9137	0.7575	U2OS	-666		negative
BRD-K76558091	1	-0.9137	-0.9137	-0.9137	0.7575	U2OS	-666		negative
BRD-K81524996	2	-0.9137	-0.45685	-0.45685	0.7596	PC3	-666		negative
BRD-M41610223	2	-0.9137	-0.08499999999999996	-0.08499999999999996	0.7601	U2OS	-666		negative
tolimidone	7	-0.9137	0	0.2585571428571429	0.7593	PC3	Src activator		negative
BRD-K24469697	6	-0.9135	0	-0.057633333333333335	0.7557	HT29	-666		negative
BRD-K41763112	9	-0.9135	0.798	0.4555222222222223	0.7557	HCC515	-666		negative
BRD-K44205194	10	-0.9135	0.9889	0.52562	0.7557	HEPG2	-666		negative
BML-284	2	-0.9134	-0.4567	-0.4567	0.7556	NPC	WNT agonist		negative
BRD-K21458727	9	-0.9134	0	0.10994444444444444	0.7557	A549	-666		negative
BRD-K24053449	9	-0.9134	0.6955	0.31976666666666664	0.7557	HA1E	-666		negative
BRD-K65300017	2	-0.9134	-0.4567	-0.4567	0.7557	U2OS	-666		negative
BRD-K23233872	2	-0.9133	-0.45665	-0.45665	0.7556	VCAP	-666		negative
BRD-K23564937	9	-0.9133	0	-0.14715555555555557	0.7556	PC3	-666		negative
BRD-K25699844	1	-0.9133	-0.9133	-0.9133	0.7556	VCAP	-666		negative
BRD-K26555669	2	-0.9133	-0.45665	-0.45665	0.7556	VCAP	-666		negative
BRD-K35613686	3	-0.9133	0	-0.30443333333333333	0.7556	MCF7	-666		negative
BRD-K47694606	1	-0.9133	-0.9133	-0.9133	0.7556	U2OS	-666		negative
BRD-K79232672	1	-0.9133	-0.9133	-0.9133	0.7555	U2OS	-666		negative
androsterone	2	-0.9133	-0.45665	-0.45665	0.7556	MCF7	-666		negative
BRD-K25866746	5	-0.9132	0	0.15208	0.7555	A375	-666		negative
BRD-K48053776	1	-0.9132	-0.9132	-0.9132	0.7555	VCAP	-666		negative
BRD-K00398667	2	-0.9131	-0.45655	-0.45655	0.7536	MCF7	-666		negative
